"rk","player","pos","age","g","mp","per","tspercent","x3par","ftr","orbpercent","drbpercent","trbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","bpm","vorp","gs","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","trb","ast","stl","blk","tov","pf","pts","mvp","roy","dpoy","smoy","mip"
108,"Armen Gilliam","PF",24,74,2120,15.7,0.548,0,0.347,8.7,18.1,13.6,3.4,1.2,0.7,11.6,22.7,2.3,2.7,5.1,0.115,-0.9,-1.2,-2.1,-0.1,60,6.3,12.6,0.503,0,0,NA,6.3,12.6,0.503,0.503,3.2,4.4,0.743,2.2,5.1,7.3,0.7,0.7,0.4,1.9,2.4,15.9,0,0,0,0,0
109,"Mike Gminski","C",29,82,2739,18.5,0.535,0.005,0.292,8.7,22.9,15.7,7.4,0.8,2.3,8.9,21.9,4.8,2.2,7,0.122,0.2,-0.4,-0.2,1.2,82,6.8,14.2,0.477,0,0.1,0,6.8,14.1,0.479,0.477,3.6,4.2,0.871,2.6,6.8,9.4,1.7,0.6,1.3,1.6,1.7,17.2,0,0,0,0,0
112,"Ron Grandison","PF",24,72,528,10.1,0.499,0.07,0.563,10.4,9.7,10,10.2,1.7,0.3,16.9,16.8,0.3,0.3,0.6,0.055,-1.4,-1.2,-2.7,-0.1,0,0.8,2,0.415,0,0.1,0,0.8,1.8,0.447,0.415,0.8,1.1,0.738,0.7,0.6,1.3,0.6,0.3,0,0.5,1,2.5,0,0,0,0,0
113,"Gary Grant","PG",23,71,1924,14.1,0.469,0.027,0.195,4.5,8.8,6.6,37.6,3.4,0.3,22.3,23.8,-2,1.6,-0.4,-0.009,-1.4,-0.6,-2.1,0,48,5.1,11.7,0.435,0.1,0.3,0.227,5,11.4,0.441,0.438,1.7,2.3,0.735,1.1,2.2,3.4,7.1,2,0.1,3.6,2.4,11.9,0,0,0,0,0
114,"Harvey Grant","PF",23,71,1193,10.6,0.477,0.003,0.146,6.6,8.4,7.5,9,1.4,1.4,6.3,14.9,0.9,0.9,1.7,0.07,-1.6,-0.1,-1.7,0.1,1,2.5,5.5,0.464,0,0,0,2.5,5.5,0.465,0.464,0.5,0.8,0.596,1.1,1.2,2.3,1.1,0.5,0.4,0.4,2.1,5.6,0,0,0,0,0
115,"Horace Grant","PF",23,79,2809,13.8,0.547,0.006,0.255,10.2,17.6,14,8.2,1.5,1.3,12.8,15.2,3.3,3.1,6.4,0.11,-0.2,1.3,1.1,2.2,79,5.1,9.9,0.519,0,0.1,0,5.1,9.8,0.522,0.519,1.8,2.5,0.704,3,5.6,8.6,2.1,1.1,0.8,1.6,3.2,12,0,0,0,0,0
116,"Stuart Gray","C",25,72,783,9.1,0.519,0.007,0.418,12.6,21.6,17.3,4.9,0.7,1.6,20.9,12.2,0.2,0.7,0.9,0.054,-3.2,-0.2,-3.4,-0.3,0,1,2.1,0.471,0,0,0,1,2.1,0.474,0.471,0.6,0.9,0.688,1.2,2.2,3.4,0.4,0.2,0.3,0.7,1.8,2.6,0,0,0,0,0
119,"A.C. Green","PF",25,82,2510,17.8,0.594,0.022,0.474,12.3,20,16.4,5.5,1.8,1.2,11.5,17,5.8,3.5,9.4,0.179,1.6,0.6,2.2,2.7,82,4.9,9.2,0.529,0,0.2,0.235,4.8,9,0.536,0.532,3.4,4.4,0.786,3.1,5.9,9,1.3,1.1,0.7,1.5,2.1,13.3,0,0,0,0,0
120,"Rickey Green","PG",34,63,871,13.7,0.522,0.042,0.125,1.4,7.8,4.5,30,2.2,0.1,18,16.1,0.6,0.6,1.2,0.067,-1.7,-1.9,-3.6,-0.3,2,2,4.2,0.489,0,0.2,0.273,2,4,0.498,0.494,0.5,0.5,0.909,0.2,0.9,1.1,3,0.6,0,1,0.6,4.6,0,0,0,0,0
121,"Sidney Green","PF",28,82,1277,12.6,0.52,0.007,0.403,13.3,21.1,17.2,7.6,1.7,0.8,20.1,18.9,0.4,1.5,2,0.075,-2.3,-0.1,-2.4,-0.1,0,2.4,5.1,0.46,0,0,0,2.4,5.1,0.463,0.46,1.6,2.1,0.759,1.9,2.9,4.8,0.9,0.6,0.2,1.5,2.1,6.3,0,0,0,0,0
122,"Dave Greenwood","PF",31,67,1403,11.8,0.493,0,0.446,10.2,21,15.3,8.6,1.5,2.1,16.2,15.5,0.5,1.8,2.2,0.076,-2.9,1.1,-1.8,0.1,18,2.5,5.9,0.423,0,0,NA,2.5,5.9,0.423,0.423,2,2.6,0.75,2.1,3.9,6,1.4,0.7,0.8,1.4,3,7,0,0,0,0,0
123,"Darrell Griffith","SG",30,82,2382,12.3,0.504,0.188,0.174,3.9,11,7.7,8.9,1.8,0.6,11.1,22.5,0.2,3.7,3.9,0.078,-1.2,0.3,-0.9,0.7,73,5.7,12.7,0.446,0.7,2.4,0.311,4.9,10.4,0.477,0.475,1.7,2.2,0.78,0.9,3.1,4,1.6,1,0.3,1.7,2.1,13.8,0,0,0,0,0
128,"Derek Harper","PG",27,81,2968,18.3,0.561,0.247,0.252,1.7,6.7,4.2,30.1,2.9,0.8,14.1,21.2,5.2,2.8,8,0.13,3.3,-0.6,2.8,3.6,81,6.6,13.9,0.477,1.2,3.4,0.356,5.4,10.5,0.517,0.521,2.8,3.5,0.806,0.6,2.2,2.8,7,2.1,0.5,2.5,2.7,17.3,0,0,0,0,0
129,"Ron Harper","SG",25,82,2851,19.8,0.57,0.101,0.374,5.1,10.8,8.1,22.7,3.2,1.5,14.7,23.4,5.1,5.1,10.2,0.171,2.9,2.3,5.2,5.2,82,7.2,14,0.511,0.4,1.4,0.25,6.8,12.6,0.54,0.523,3.9,5.2,0.751,1.5,3.5,5,5.3,2.3,0.9,2.8,2.7,18.6,0,0,0,0,0
131,"Scott Hastings","C",28,75,1206,9.4,0.515,0.085,0.326,6.5,15.4,10.8,7.1,1.3,2.1,15.3,14.9,0.4,1.1,1.5,0.061,-3.4,0.3,-3.2,-0.3,6,1.9,4.4,0.436,0.1,0.4,0.321,1.8,4,0.447,0.45,1.2,1.4,0.85,1,2.1,3.1,0.8,0.4,0.6,0.9,2.7,5.1,0,0,0,0,0
132,"Hersey Hawkins","SG",22,79,2577,14.2,0.544,0.171,0.299,2.2,7.6,4.9,13,2.3,0.8,12.6,20.3,2.7,1.3,4,0.075,1,-0.6,0.3,1.5,79,5.6,12.3,0.455,0.9,2.1,0.428,4.7,10.2,0.461,0.492,3.1,3.7,0.831,0.6,2.2,2.8,3,1.5,0.5,2,2.3,15.1,0,0,0,0,0
133,"Gerald Henderson","PG",33,65,986,12.1,0.526,0.307,0.365,1.9,5.8,3.9,19.2,2.1,0.2,15.3,20.1,0.8,0.3,1.1,0.055,0.1,-2.7,-2.6,-0.2,0,2.2,5.4,0.414,0.5,1.6,0.308,1.7,3.7,0.461,0.461,1.6,2,0.819,0.3,0.8,1,2.2,0.6,0,1.1,1.9,6.5,0,0,0,0,0
134,"Rod Higgins","PF",29,81,1887,15.5,0.583,0.265,0.362,5.9,14,10,10.9,0.9,1.2,9.4,16.2,4.4,1.5,5.9,0.15,1.4,-0.9,0.5,1.2,1,3.7,7.8,0.476,0.8,2.1,0.393,2.9,5.7,0.505,0.528,2.3,2.8,0.821,1.4,3.3,4.6,2,0.5,0.5,0.9,2.1,10.6,0,0,0,0,0
135,"Roy Hinson","SF",27,82,2542,14.7,0.54,0.002,0.409,6.4,16.7,11.4,4.3,0.6,2.8,12,22.2,2.4,2,4.4,0.084,-1.9,-0.7,-2.6,-0.4,39,6,12.5,0.482,0,0,0,6,12.5,0.483,0.482,3.9,5.1,0.757,1.9,4.5,6.4,0.9,0.4,1.5,2,3.6,16,0,0,0,0,0
136,"Craig Hodges","SG",28,59,1204,14.5,0.581,0.419,0.133,2.3,6.1,4.3,17.2,1.8,0.2,11.1,18.1,2.1,0.8,2.9,0.117,1.8,-2.3,-0.5,0.5,6,3.4,7.3,0.472,1.3,3.1,0.417,2.2,4.2,0.512,0.559,0.8,1,0.842,0.4,1.1,1.5,2.5,0.7,0.1,1,1.5,9,0,0,0,0,0
137,"Mike Holton","PG",27,67,1696,12.3,0.488,0.028,0.284,1.9,5.2,3.4,33.8,1.9,0.4,17.3,16.6,0.9,0.4,1.3,0.038,-1.6,-2.4,-4.1,-0.9,60,3.2,7.5,0.427,0,0.2,0.214,3.2,7.3,0.433,0.43,1.8,2.1,0.839,0.4,1.1,1.6,6.3,1,0.2,1.8,2.5,8.3,0,0,0,0,0
138,"Dave Hoppen","C",24,77,1419,11.8,0.604,0.006,0.394,9.1,21.5,15,5.5,0.8,0.9,15.7,14.2,1.7,0.9,2.6,0.086,-1.7,-0.3,-1.9,0,36,2.6,4.6,0.564,0,0,0.5,2.6,4.6,0.564,0.565,1.3,1.8,0.727,1.6,3.4,5,0.7,0.3,0.3,1,3.1,6.5,0,0,0,0,0
139,"Dennis Hopson","SG",23,62,1551,13.8,0.486,0.038,0.307,6.3,8.2,7.2,10.2,2.2,1.2,11.2,24.1,0.6,1.2,1.7,0.053,-1.3,-0.6,-1.9,0,36,4.8,11.5,0.419,0.1,0.4,0.148,4.8,11.1,0.429,0.422,3,3.5,0.849,1.5,1.8,3.3,1.7,1.1,0.5,1.6,2.4,12.7,0,0,0,0,0
141,"Jeff Hornacek","SG",25,78,2487,16.3,0.545,0.091,0.2,3.4,7.8,5.7,24.2,2.4,0.2,10.3,17.2,4.9,2.8,7.7,0.149,2.5,0.7,3.2,3.3,73,5.6,11.4,0.495,0.3,1,0.333,5.3,10.4,0.511,0.51,1.9,2.3,0.826,1,2.4,3.4,6,1.7,0.1,1.4,2.4,13.5,0,0,0,0,0
144,"Jay Humphries","PG",26,73,2220,14.6,0.539,0.132,0.221,3.6,6.3,4.9,25.9,3.1,0.1,17,17.6,2.4,2.5,4.9,0.105,1.2,0.2,1.3,1.9,50,4.7,9.8,0.483,0.3,1.3,0.266,4.4,8.5,0.516,0.501,1.8,2.2,0.816,1,1.6,2.6,5.5,1.9,0.1,2.2,2.6,11.6,0,0,0,0,0
145,"Marc Iavaroni","PF",32,77,796,5.3,0.494,0.006,0.27,6.2,11.8,9.2,5.6,0.7,1,22.2,12.4,-0.5,1.1,0.6,0.036,-4.8,0.9,-3.9,-0.4,50,0.9,2.1,0.442,0,0,0,0.9,2.1,0.444,0.442,0.5,0.6,0.818,0.5,1.2,1.7,0.4,0.1,0.2,0.7,1.3,2.3,0,0,0,0,0
146,"Mark Jackson","PG",23,72,2477,18.3,0.535,0.234,0.252,4.6,10.8,7.7,33.7,2.6,0.2,16.6,21.3,4.8,2.5,7.2,0.14,3.2,0.1,3.3,3.3,72,6.7,14.2,0.467,1.1,3.3,0.338,5.5,10.9,0.507,0.507,2.5,3.6,0.698,1.5,3.3,4.7,8.6,1.9,0.1,3.1,2.3,16.9,0,0,0,0,0
149,"Buck Johnson","SF",25,67,1850,11.4,0.559,0.017,0.26,6.7,10,8.4,9.5,1.6,1.1,16.1,14.9,1.5,2.1,3.6,0.094,-0.7,1.2,0.5,1.1,51,4,7.7,0.524,0,0.1,0.111,4,7.6,0.532,0.525,1.5,2,0.754,1.7,2.6,4.3,1.9,1,0.5,1.6,3.2,9.6,0,0,0,0,0
150,"Dennis Johnson","PG",34,72,2309,11.5,0.498,0.078,0.306,1.6,7.8,4.7,26.6,2,0.5,19.5,16.2,1,1.5,2.5,0.051,-1.1,-0.9,-2,0,72,3.8,8.9,0.434,0.1,0.7,0.14,3.8,8.2,0.459,0.44,2.2,2.7,0.821,0.4,2.2,2.6,6.6,1.3,0.3,2.4,2.9,10,0,0,0,0,0
151,"Eddie Johnson","SF",29,70,2043,19.4,0.564,0.141,0.204,5,10.7,8,12.2,1.1,0.2,8.4,28.3,4.6,1.9,6.5,0.152,3.3,-2,1.3,1.7,7,8.7,17.5,0.497,1,2.5,0.413,7.7,15,0.51,0.526,3.1,3.6,0.868,1.3,3.1,4.4,2.3,0.7,0.1,1.7,2.8,21.5,0,0,0,1,0
152,"Frank Johnson","PG",30,67,879,10.4,0.512,0.024,0.378,2.7,7,4.9,28,2.3,0,26.2,17.8,-0.3,1,0.6,0.034,-3.4,-1.3,-4.7,-0.6,0,1.6,3.7,0.443,0,0.1,0.167,1.6,3.6,0.45,0.445,1.1,1.4,0.806,0.3,0.9,1.2,2.7,0.6,0,1.5,1.4,4.4,0,0,0,0,0
153,"Kevin Johnson","PG",22,81,3179,20.5,0.597,0.02,0.511,1.6,9.4,5.7,40.4,2,0.4,18.9,21.2,8.6,3.5,12.2,0.184,3.7,-0.1,3.5,4.5,81,7,13.9,0.505,0,0.3,0.091,7,13.7,0.514,0.506,6.3,7.1,0.882,0.6,3.6,4.2,12.2,1.7,0.3,4,2.8,20.4,0,0,0,0,1
154,"Magic Johnson","PG",29,77,2886,26.9,0.625,0.165,0.495,4.6,18,11.7,48.6,2.3,0.4,18.4,24.3,12.1,4,16.1,0.267,7.9,1.4,9.3,8.2,77,7.5,14.8,0.509,0.8,2.4,0.314,6.8,12.3,0.548,0.535,6.7,7.3,0.911,1.4,6.4,7.9,12.8,1.8,0.3,4.1,2.2,22.5,1,0,0,0,0
155,"Steve Johnson","C",31,72,1477,12.4,0.536,0,0.434,9.6,17,13.2,9.7,0.6,1.7,17.2,21.2,0.5,1.3,1.7,0.056,-1.9,-0.9,-2.8,-0.3,11,4.1,7.8,0.524,0,0,NA,4.1,7.8,0.524,0.524,1.8,3.4,0.527,1.9,3.1,5,1.5,0.3,0.6,1.9,3.5,10,0,0,0,0,0
156,"Vinnie Johnson","SG",32,82,2073,17.3,0.508,0.044,0.264,6.2,7.6,7,18.4,1.8,0.5,8.6,25.1,3.4,2.4,5.9,0.136,1.6,-0.1,1.5,1.8,21,5.6,12.1,0.464,0.2,0.5,0.295,5.5,11.6,0.472,0.47,2.4,3.2,0.734,1.3,1.8,3.1,3,0.9,0.2,1.3,1.9,13.8,0,0,0,0,0
159,"Caldwell Jones","PF",38,72,1279,6.8,0.481,0.005,0.333,7.2,18.6,12.7,5.3,0.9,3.9,28.3,8.8,-0.6,1.5,0.8,0.031,-4.9,2.6,-2.4,-0.1,40,1.1,2.5,0.421,0,0,0,1.1,2.5,0.423,0.421,0.7,0.8,0.787,1.2,2.9,4.2,0.8,0.3,1.2,1.2,2.3,2.8,0,0,0,0,0
163,"Michael Jordan","SG",25,81,3255,31.1,0.614,0.055,0.442,5.5,17.3,11.6,34.7,3.6,1.2,11.9,32.1,14.6,5.2,19.8,0.292,9.8,2.7,12.6,12,81,11.9,22.2,0.538,0.3,1.2,0.276,11.6,21,0.553,0.546,8.3,9.8,0.85,1.8,6.2,8,8,2.9,0.8,3.6,3,32.5,0,0,0,0,0
164,"Tim Kempton","PF",25,79,1341,10.4,0.568,0.003,0.618,7.1,18.5,12.5,10.3,1.5,0.6,22.1,16.7,0.2,0.9,1,0.036,-2.7,0.4,-2.3,-0.1,0,2.2,4.2,0.51,0,0,0,2.2,4.2,0.512,0.51,1.8,2.6,0.686,1.2,2.7,3.8,1.3,0.5,0.2,1.5,2.7,6.1,0,0,0,0,0
166,"Jerome Kersey","SF",26,76,2716,16.6,0.511,0.018,0.327,9.5,15.8,12.6,12.2,2.3,1.8,11.4,20.8,3.5,3.3,6.8,0.121,0.8,1.6,2.4,3,76,7,15,0.469,0.1,0.3,0.286,6.9,14.7,0.472,0.471,3.4,4.9,0.694,3.2,5,8.3,3.2,1.8,1.1,2.2,3.6,17.5,0,0,0,0,0
169,"Bernard King","SF",32,81,2559,17.7,0.535,0.022,0.322,5.4,11.2,8.2,18.2,1.2,0.3,12.7,28.1,3.3,1.7,4.9,0.092,1.7,-1.5,0.2,1.4,81,8.1,16.9,0.477,0.1,0.4,0.167,8,16.6,0.484,0.479,4.5,5.4,0.819,1.6,3.1,4.7,3.6,0.8,0.2,2.8,2.7,20.7,0,0,0,0,0
170,"Greg Kite","C",27,70,942,6.3,0.444,0,0.272,9.2,18.7,13.9,4.7,1.3,3.2,25.5,9.6,-0.8,0.9,0.1,0.005,-5.6,1.8,-3.8,-0.4,24,0.9,2.2,0.43,0,0,NA,0.9,2.2,0.43,0.43,0.3,0.6,0.488,1.2,2.3,3.5,0.5,0.4,0.8,0.8,2.3,2.1,0,0,0,0,0
171,"Joe Kleine","C",27,75,1411,10,0.485,0.005,0.352,9.7,19.9,14.7,6.4,1.1,0.9,17.3,17.6,-0.2,1.3,1,0.035,-3.9,-0.6,-4.5,-0.9,13,2.3,5.8,0.405,0,0,0,2.3,5.7,0.407,0.405,1.8,2,0.882,1.7,3.4,5,0.9,0.4,0.3,1.4,2.6,6.5,0,0,0,0,0
173,"Jon Koncak","C",25,74,1531,12,0.54,0.011,0.424,10.3,22.1,16.1,4.8,1.7,3.8,15.8,10.1,1.3,2.5,3.7,0.117,-1.4,3.1,1.8,1.5,22,1.9,3.6,0.524,0,0,0,1.9,3.6,0.53,0.524,0.9,1.5,0.553,2,4.1,6.1,0.8,0.7,1.3,0.8,3.2,4.7,0,0,0,0,0
174,"Larry Krystkowiak","PF",24,80,2472,14.2,0.552,0.016,0.458,9.1,19.6,14.3,6.1,1.8,0.2,13.8,17.9,3.1,3.2,6.3,0.122,-0.4,0.4,0,1.3,77,4.5,9.6,0.473,0.1,0.2,0.333,4.5,9.4,0.475,0.475,3.6,4.4,0.823,2.5,5.2,7.6,1.3,1.2,0.1,1.8,2.7,12.7,0,0,0,0,0
175,"Bill Laimbeer","C",31,81,2640,16.6,0.557,0.096,0.236,6.2,26.1,16.6,9.8,1,2.3,11.5,18.2,4,5,9,0.164,0.2,2.8,3,3.4,81,5.5,11.1,0.499,0.4,1.1,0.349,5.2,10,0.515,0.516,2.2,2.6,0.84,1.7,7.9,9.6,2.2,0.6,1.2,1.6,3.2,13.7,0,0,0,0,0
178,"Andrew Lang","C",22,62,526,11.6,0.554,0,0.513,11.4,18,14.9,2,1.5,5,16.3,12.9,0.4,0.9,1.4,0.124,-2.4,2.2,-0.3,0.2,25,1,1.9,0.513,0,0,NA,1,1.9,0.513,0.513,0.6,1,0.65,0.9,1.5,2.4,0.1,0.3,0.8,0.5,1.8,2.6,0,0,0,0,0
180,"Eric Leckner","C",22,75,779,9.7,0.591,0,0.514,7.4,20,14.2,3.1,0.5,1.7,20.4,18.4,0.1,1.4,1.5,0.093,-4.2,-0.5,-4.7,-0.5,0,1.6,2.9,0.545,0,0,NA,1.6,2.9,0.545,0.545,1.1,1.5,0.699,0.6,2,2.7,0.2,0.1,0.3,0.9,2.3,4.3,0,0,0,0,0
181,"Keith Lee","PF",26,57,840,10.8,0.468,0.008,0.275,9.4,25.4,17.1,7,1.1,2.3,15.5,16.7,-0.2,1,0.8,0.045,-4.4,0.7,-3.7,-0.4,4,1.9,4.5,0.422,0,0,0,1.9,4.5,0.426,0.422,0.9,1.2,0.746,1.3,3.3,4.5,0.7,0.4,0.6,0.9,2.4,4.8,0,0,0,0,0
182,"Jim Les","PG",25,82,781,7.9,0.418,0.105,0.549,3.5,8.4,6.2,36.5,1.7,0.4,34.8,13.7,-0.8,1.1,0.3,0.018,-5.1,-0.7,-5.8,-0.8,0,0.5,1.6,0.301,0,0.2,0.071,0.5,1.5,0.328,0.305,0.7,0.9,0.781,0.3,0.8,1.1,2.6,0.3,0.1,1.1,1.1,1.7,0,0,0,0,0
183,"Fat Lever","SG",28,71,2745,20.6,0.513,0.054,0.282,6.7,18.9,12.4,26.9,3.2,0.4,10.3,21.3,5.1,4.2,9.2,0.161,3.2,2.5,5.7,5.3,71,7.9,17.2,0.457,0.3,0.9,0.348,7.5,16.3,0.463,0.466,3.8,4.8,0.785,2.6,6.7,9.3,7.9,2.7,0.3,2.2,2.5,19.8,0,0,0,0,0
184,"Cliff Levingston","PF",28,80,2184,13.4,0.563,0.009,0.336,9.5,15.4,12.4,4.7,2.2,1.9,13.9,14.1,2.7,2.8,5.5,0.121,0.2,1.8,2,2.2,52,3.8,7.1,0.528,0,0.1,0.2,3.7,7,0.531,0.529,1.7,2.4,0.696,2.4,3.8,6.2,0.9,1.2,0.9,1.3,3.4,9.2,0,0,0,0,0
